dish_id,total_grams,total_calories,total_fat,total_carbohydrates,total_protein,number_of_ingredients,calories_per_100g,fat_per_100g,carbohydrates_per_100g,protein_per_100g
dish_1551564352,66.0,31.02,0.066,7.92,0.594,1,47.0,0.1,12.0,0.8999999999999999
dish_1551564381,56.0,64.4,5.992,3.528,0.448,1,115.00000000000001,10.7,6.3,0.8
dish_1551564423,18.0,7.38,0.036,1.8,0.162,1,41.0,0.2,10.0,0.9000000000000001
dish_1551564456,140.0,102.80000000000001,6.094,13.248,1.204,3,73.42857142857143,4.352857142857143,9.462857142857143,0.86
dish_1551564480,140.0,102.80000000000001,6.094,13.248,1.204,3,73.42857142857143,4.352857142857143,9.462857142857143,0.86
dish_1551564543,38.0,43.7,4.066,2.394,0.304,1,115.00000000000001,10.7,6.3,0.8
dish_1551564577,25.0,54.5,0.725,11.25,1.5,1,218.00000000000003,2.9,45.0,6.0
dish_1551564637,49.0,17.15,0.196,3.43,1.176,1,35.0,0.4,7.000000000000001,2.4
dish_1551564857,112.0,115.35,4.986999999999999,17.074,2.98,3,102.99107142857142,4.452678571428571,15.244642857142859,2.6607142857142856
dish_1551564907,112.0,115.35,4.987,17.074,2.98,3,102.99107142857142,4.452678571428572,15.244642857142859,2.6607142857142856
dish_1551564947,14.0,30.52,0.406,6.3,0.84,1,218.00000000000003,2.9000000000000004,45.0,6.0
dish_1551564992,49.0,71.05,2.94,0.735,10.29,1,145.0,6.0,1.5,21.0
dish_1551565034,19.0,7.79,0.038,1.9,0.171,1,41.0,0.2,10.0,0.9000000000000001
dish_1551565068,82.0,109.36,3.384,8.934999999999999,11.300999999999998,3,133.3658536585366,4.126829268292683,10.896341463414632,13.781707317073169
dish_1551565096,82.0,109.36,3.384,8.934999999999999,11.300999999999998,3,133.3658536585366,4.126829268292683,10.896341463414632,13.781707317073169
dish_1551565168,102.0,25.5,0.306,5.1,1.836,1,25.0,0.3,5.0,1.8000000000000003
dish_1551565204,49.0,56.35,5.243,3.087,0.392,1,115.00000000000001,10.700000000000001,6.3,0.8
dish_1551565237,22.0,6.38,0.066,1.98,0.242,1,28.999999999999996,0.3,9.0,1.0999999999999999
dish_1551565289,173.0,88.23,5.615,10.167,2.47,3,51.0,3.2456647398843934,5.876878612716762,1.4277456647398845
dish_1551565321,173.0,88.23,5.615,10.167,2.47,3,51.0,3.2456647398843934,5.876878612716762,1.4277456647398845
dish_1551565379,28.0,40.6,1.68,0.42,5.88,1,145.0,6.0,1.5,21.0
dish_1551565425,45.0,15.75,0.18,3.15,1.08,1,35.0,0.4,6.999999999999999,2.4
dish_1551565464,42.0,19.74,0.042,5.04,0.378,1,47.0,0.1,12.0,0.8999999999999999
dish_1551565495,115.0,76.09,1.902,8.61,7.338,3,66.16521739130435,1.6539130434782607,7.486956521739129,6.380869565217391
dish_1551565529,115.0,76.09,1.902,8.61,7.338,3,66.16521739130435,1.6539130434782607,7.486956521739129,6.380869565217391
dish_1551565570,42.0,60.9,2.52,0.63,8.82,1,145.0,6.0,1.5,21.000000000000004
dish_1551565613,53.0,13.25,0.159,2.65,0.954,1,25.0,0.3,5.0,1.7999999999999998
dish_1551565653,37.0,48.1,0.111,10.36,0.999,1,130.0,0.3,27.999999999999996,2.7
dish_1551565720,132.0,122.25,2.79,13.64,10.773,3,92.61363636363636,2.1136363636363638,10.333333333333334,8.161363636363635
dish_1551565752,132.0,122.25,2.79,13.64,10.773,3,92.61363636363636,2.1136363636363638,10.333333333333334,8.161363636363635
dish_1551565797,39.0,44.85,4.173,2.457,0.312,1,115.00000000000001,10.7,6.3,0.8
dish_1551565845,96.0,27.84,0.288,8.64,1.056,1,28.999999999999996,0.3,9.000000000000002,1.1
dish_1551565884,44.0,25.08,0.132,6.16,0.308,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1551565909,179.0,97.77,4.593,17.257,1.6760000000000002,3,54.620111731843565,2.565921787709497,9.640782122905028,0.9363128491620113
dish_1551565945,179.0,97.77,4.593,17.257,1.6760000000000002,3,54.620111731843565,2.565921787709497,9.640782122905028,0.9363128491620113
dish_1551565996,88.0,303.248,24.024,3.696,16.984,1,344.59999999999997,27.3,4.2,19.300000000000004
dish_1551566047,75.0,37.5,0.075,9.75,0.375,1,50.0,0.1,13.0,0.5
dish_1551566083,43.0,20.21,0.043,5.16,0.387,1,47.0,0.1,12.000000000000002,0.9000000000000001
dish_1551566130,206.0,360.95799999999997,24.142,18.606,17.746000000000002,3,175.22233009708737,11.719417475728156,9.032038834951457,8.614563106796117
dish_1551566159,206.0,360.95799999999997,24.142,18.606,17.746000000000002,3,175.22233009708737,11.719417475728156,9.032038834951457,8.614563106796117
dish_1551566208,28.0,32.2,2.996,1.764,0.224,1,115.00000000000001,10.7,6.3,0.8
dish_1551566236,45.0,155.07,12.285,1.89,8.685,1,344.59999999999997,27.3,4.199999999999999,19.3
dish_1551566277,19.0,41.42,0.551,8.55,1.14,1,218.00000000000003,2.9000000000000004,45.0,6.0
dish_1551566316,92.0,228.69,15.832,12.204,10.049,3,248.57608695652175,17.208695652173915,13.265217391304349,10.92282608695652
dish_1551566356,92.0,228.69,15.832,12.204,10.049000000000001,3,248.57608695652175,17.208695652173915,13.265217391304349,10.922826086956523
dish_1551566421,11.0,23.98,0.319,4.95,0.66,1,218.00000000000003,2.9000000000000004,45.0,6.000000000000001
dish_1551566464,45.0,11.25,0.135,2.25,0.81,1,25.0,0.3,5.0,1.8000000000000003
dish_1551566499,34.0,56.1,1.224,0.0,10.54,1,165.0,3.5999999999999996,0.0,31.0
dish_1551566524,90.0,91.33,1.678,7.2,12.01,3,101.47777777777777,1.8644444444444443,8.0,13.344444444444445
dish_1551566547,90.0,91.33000000000001,1.678,7.2,12.01,3,101.4777777777778,1.8644444444444443,8.0,13.344444444444445
dish_1551566592,57.0,94.05,2.052,0.0,17.67,1,165.0,3.6000000000000005,0.0,31.000000000000007
dish_1551566642,14.0,5.74,0.028,1.4,0.126,1,41.0,0.2,10.0,0.8999999999999999
dish_1551566687,63.0,42.84,0.882,7.56,1.512,1,68.0,1.4000000000000001,12.0,2.4
dish_1551566753,134.0,142.63,2.962,8.959999999999999,19.308000000000003,3,106.44029850746269,2.2104477611940303,6.686567164179104,14.408955223880598
dish_1551566781,134.0,142.63,2.962,8.96,19.308,3,106.44029850746269,2.2104477611940303,6.686567164179105,14.408955223880596
dish_1551566851,21.0,8.61,0.042,2.1,0.189,1,41.0,0.2,10.0,0.8999999999999999
dish_1551566887,33.0,37.95,3.531,2.079,0.264,1,115.00000000000001,10.7,6.3,0.8
dish_1551566922,33.0,24.09,1.584,0.627,2.64,1,73.0,4.8,1.9,8.0
dish_1551566974,87.0,70.65,5.157,4.806,3.0930000000000004,3,81.20689655172414,5.927586206896552,5.524137931034483,3.555172413793104
dish_1551567004,87.0,70.65,5.157,4.806,3.0930000000000004,3,81.20689655172414,5.927586206896552,5.524137931034483,3.555172413793104
dish_1551567084,56.0,16.24,0.168,5.04,0.616,1,28.999999999999996,0.3,9.0,1.0999999999999999
dish_1551567106,37.0,224.59,19.98,7.77,7.4,1,607.0,54.0,21.0,20.0
dish_1551567141,17.0,3.468,0.017,0.663,0.374,1,20.4,0.1,3.9,2.1999999999999997
dish_1551567170,110.0,244.298,20.165,13.472999999999999,8.39,3,222.0890909090909,18.33181818181818,12.248181818181818,7.627272727272729
dish_1551567230,110.0,244.298,20.165,13.472999999999999,8.39,3,222.0890909090909,18.33181818181818,12.248181818181818,7.627272727272729
dish_1551567293,35.0,25.55,1.68,0.665,2.8,1,73.0,4.8,1.9,8.0
dish_1551567329,70.0,101.5,4.2,1.05,14.7,1,145.0,6.000000000000001,1.5000000000000002,21.0
dish_1551567368,44.0,15.4,0.176,3.08,1.056,1,35.0,0.4,7.000000000000001,2.4
dish_1551567396,149.0,142.45,6.056,4.795,18.556,3,95.60402684563758,4.064429530201343,3.2181208053691277,12.453691275167786
dish_1551567426,149.0,142.45,6.056,4.795,18.555999999999997,3,95.60402684563758,4.064429530201343,3.2181208053691277,12.453691275167783
dish_1551567471,49.0,71.05,2.94,0.735,10.29,1,145.0,6.0,1.5,21.0
dish_1551567508,7974.0,9170.1,853.218,502.362,63.792,1,115.00000000000001,10.7,6.3,0.8
dish_1551567541,71.0,244.666,19.383,2.982,13.703,1,344.6,27.299999999999997,4.2,19.3
dish_1551567573,8094.0,9485.816,875.5409999999999,506.079,87.785,3,117.19565109957995,10.81716085989622,6.25252038547072,1.0845688164072154
dish_1551567604,8094.0,9485.816,875.5409999999999,506.079,87.785,3,117.19565109957995,10.81716085989622,6.25252038547072,1.0845688164072154
dish_1551567650,24.0,4.896,0.024,0.936,0.528,1,20.4,0.1,3.9,2.2
dish_1551567694,60.0,30.0,0.06,7.8,0.3,1,50.0,0.1,13.0,0.5
dish_1551567731,37.0,42.55,3.959,2.331,0.296,1,114.99999999999999,10.7,6.3,0.8
dish_1551567775,121.0,77.446,4.043,11.067,1.124,3,64.00495867768595,3.341322314049587,9.146280991735537,0.9289256198347109
dish_1551567805,121.0,77.446,4.043,11.067,1.124,3,64.00495867768595,3.341322314049587,9.146280991735537,0.9289256198347109
dish_1551567848,63.0,72.45,6.741,3.969,0.504,1,115.00000000000001,10.7,6.3,0.8
dish_1551567896,51.0,17.85,0.204,3.57,1.224,1,35.0,0.4,6.999999999999999,2.4
dish_1551567937,56.0,14.0,0.168,2.8,1.008,1,25.0,0.3,5.0,1.7999999999999998
dish_1551567964,170.0,104.30000000000001,7.1129999999999995,10.338999999999999,2.7359999999999998,3,61.3529411764706,4.184117647058824,6.081764705882351,1.609411764705882
dish_1551567992,170.0,104.30000000000001,7.1129999999999995,10.338999999999999,2.7359999999999998,3,61.3529411764706,4.184117647058824,6.081764705882351,1.609411764705882
dish_1551568059,123.0,35.67,0.369,11.07,1.353,1,29.000000000000004,0.3,9.0,1.0999999999999999
dish_1551568156,80.0,54.4,1.12,9.6,1.92,1,68.0,1.4000000000000001,12.0,2.4
dish_1551568200,67.0,38.19,0.201,9.38,0.469,1,56.99999999999999,0.3,14.000000000000002,0.7
dish_1551568240,270.0,128.26,1.6900000000000002,30.05,3.742,3,47.5037037037037,0.625925925925926,11.12962962962963,1.3859259259259258
dish_1551568285,270.0,128.26,1.6900000000000002,30.05,3.742,3,47.5037037037037,0.625925925925926,11.12962962962963,1.3859259259259258
dish_1556572657,36.0,41.4,3.852,2.268,0.288,1,114.99999999999999,10.7,6.3,0.8
dish_1556573514,23.0,6.44,0.092,1.219,0.506,1,28.000000000000004,0.4,5.300000000000001,2.1999999999999997
dish_1556575014,62.0,71.3,6.634,3.906,0.496,1,114.99999999999999,10.700000000000001,6.3,0.8
dish_1556575083,64.0,27.52,0.192,5.76,2.176,1,43.0,0.3,9.0,3.4000000000000004
dish_1556575124,28.0,4.48,0.056,0.952,0.196,1,16.0,0.2,3.3999999999999995,0.7000000000000001
dish_1556575273,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575327,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575386,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575446,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575499,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575558,154.0,103.3,6.882000000000001,10.618,2.8680000000000003,3,67.07792207792208,4.468831168831169,6.894805194805195,1.8623376623376626
dish_1556575700,86.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
dish_1557853154,57.0,18.81,0.171,4.56,0.399,1,32.99999999999999,0.3,7.999999999999999,0.7000000000000001
dish_1557853229,126.0,195.93,13.23,1.512,15.75,1,155.50000000000003,10.500000000000002,1.2,12.5
dish_1557853314,93.0,115.413,0.186,27.342,1.488,1,124.1,0.2,29.4,1.6
dish_1557853429,276.0,330.153,13.587,33.414,17.637,3,119.62065217391304,4.922826086956522,12.106521739130436,6.390217391304348
dish_1557861216,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
dish_1557861605,39.0,35.1,5.07,0.0,7.176,1,90.0,13.0,0.0,18.4
dish_1557861697,53.0,13.144,0.106,3.127,0.53,1,24.8,0.2,5.8999999999999995,1.0
dish_1557861795,31.0,13.64,0.651,1.333,0.992,1,44.0,2.1,4.3,3.2
dish_1557861837,123.0,61.884,5.827,4.46,8.698,3,50.31219512195122,4.73739837398374,3.626016260162602,7.071544715447155
dish_1557862345,63.0,103.95,2.268,0.0,19.53,1,165.0,3.5999999999999996,0.0,31.0
dish_1557862384,77.0,19.25,0.231,3.85,1.386,1,25.0,0.3,5.0,1.7999999999999998
dish_1557862696,77.0,19.25,0.231,3.85,1.386,1,25.0,0.3,5.0,1.7999999999999998
dish_1557862738,118.0,319.78,22.42,0.0,29.5,1,271.0,19.0,0.0,25.0
dish_1557862783,258.0,442.97999999999996,24.919000000000004,3.85,50.416,3,171.69767441860463,9.658527131782947,1.4922480620155039,19.54108527131783
dish_1557862829,24.0,5.52,0.096,0.864,0.696,1,23.0,0.4,3.5999999999999996,2.9
dish_1557863012,31.0,3.1,0.0,0.62,0.31,1,10.0,0.0,2.0,1.0
dish_1557863056,47.0,75.2,7.05,4.23,0.94,1,160.0,15.0,9.000000000000002,2.0
dish_1557863104,40.0,46.0,4.28,2.52,0.32,1,114.99999999999999,10.700000000000001,6.3,0.8
dish_1557863170,142.0,129.82,11.426,8.234,2.266,4,91.4225352112676,8.046478873239437,5.798591549295774,1.5957746478873238
dish_1557936555,96.0,149.28,10.08,1.152,12.0,1,155.5,10.5,1.2,12.5
dish_1557936599,63.0,22.05,0.252,4.41,1.512,1,35.0,0.4,7.000000000000001,2.4
dish_1557936645,36.0,11.88,0.108,2.88,0.252,1,33.0,0.3,8.0,0.7000000000000001
dish_1557937037,49.0,25.97,0.343,5.88,0.588,1,53.0,0.7000000000000001,12.0,1.2
dish_1557937079,27.0,146.07,11.34,0.378,9.99,1,541.0,42.0,1.4000000000000001,37.0
dish_1557937157,271.0,355.25,22.122999999999998,14.7,24.342,5,131.08856088560884,8.163468634686346,5.424354243542435,8.982287822878227
dish_1557937335,38.0,47.158,0.076,11.172,0.608,1,124.10000000000001,0.2,29.400000000000006,1.6
dish_1557937427,17.0,26.435,1.785,0.204,2.125,1,155.5,10.5,1.2,12.5
dish_1557937574,13.0,5.59,0.065,1.196,0.182,1,43.0,0.5,9.2,1.4000000000000001
dish_1557937615,21.0,6.93,0.063,1.68,0.147,1,32.99999999999999,0.3,8.0,0.7
dish_1557937715,39.0,20.67,0.273,4.68,0.468,1,53.0,0.7000000000000001,12.0,1.2
dish_1557937758,128.0,106.783,2.262,18.932,3.5300000000000002,5,83.42421875,1.7671875,14.790624999999999,2.7578125
dish_1558026623,83.0,29.88,0.083,7.47,0.415,1,36.0,0.1,9.0,0.5
dish_1558026684,71.0,24.14,0.142,5.68,0.568,1,34.0,0.19999999999999996,8.0,0.7999999999999998
dish_1558026714,24.0,129.84,10.08,0.336,8.88,1,541.0,42.0,1.4000000000000001,37.00000000000001
dish_1558026756,178.0,183.86,10.305,13.485999999999999,9.863000000000001,3,103.29213483146069,5.789325842696629,7.576404494382022,5.5410112359550565
dish_1558027001,68.0,20.4,0.068,5.168,0.408,1,30.0,0.1,7.6,0.6
dish_1558027057,65.0,80.665,0.13,19.11,1.04,1,124.10000000000001,0.2,29.4,1.6
dish_1558027164,30.0,162.3,12.6,0.42,11.1,1,541.0,42.0,1.4000000000000001,37.0
dish_1558027243,163.0,263.365,12.798,24.698,12.547999999999998,3,161.57361963190183,7.851533742331289,15.152147239263805,7.698159509202453
dish_1558028007,71.0,54.67,0.071,12.07,1.42,1,77.0,0.09999999999999998,17.0,2.0
dish_1558028057,28.0,151.48,11.76,0.392,10.36,1,540.9999999999999,42.0,1.4000000000000001,37.0
dish_1558028142,73.0,21.9,0.073,5.548,0.438,1,30.0,0.1,7.6,0.6
dish_1558028194,172.0,228.04999999999998,11.904,18.01,12.218,3,132.58720930232556,6.920930232558139,10.470930232558139,7.1034883720930235
dish_1558028492,61.0,20.74,0.122,4.88,0.488,1,34.0,0.2,8.0,0.8
dish_1558028606,65.0,19.5,0.065,4.94,0.39,1,30.0,0.1,7.600000000000001,0.6
dish_1558028690,66.0,23.76,0.066,5.94,0.33,1,36.00000000000001,0.1,9.000000000000002,0.5
dish_1558028772,192.0,64.0,0.253,15.760000000000002,1.208,3,33.33333333333333,0.13177083333333334,8.208333333333334,0.6291666666666667
dish_1558029148,108.0,38.88,0.108,9.72,0.54,1,36.00000000000001,0.1,9.000000000000002,0.5
dish_1558029230,115.0,88.55,0.115,19.55,2.3,1,77.0,0.1,17.0,1.9999999999999998
dish_1558029278,27.0,146.07,11.34,0.378,9.99,1,541.0,42.0,1.4000000000000001,37.0
dish_1558029324,250.0,273.5,11.563,29.648000000000003,12.830000000000002,3,109.4,4.6252,11.859200000000001,5.132000000000001
dish_1558029518,111.0,137.751,0.222,32.634,1.776,1,124.10000000000001,0.2,29.4,1.6
dish_1558029686,22.0,119.02,9.24,0.308,8.14,1,541.0,42.0,1.4000000000000001,37.00000000000001
dish_1558029842,67.0,22.78,0.134,5.36,0.536,1,34.0,0.2,8.0,0.8
dish_1558029923,200.0,279.551,9.596,38.302,10.452,3,139.7755,4.798,19.151,5.226
dish_1558030182,88.0,67.76,0.088,14.96,1.76,1,77.0,0.1,17.0,2.0
dish_1558030289,107.0,38.52,0.107,9.63,0.535,1,36.00000000000001,0.1,9.000000000000002,0.5
dish_1558030383,26.0,140.66,10.92,0.364,9.62,1,541.0,42.0,1.4000000000000001,37.0
dish_1558030435,221.0,246.94000000000003,11.115,24.954,11.915,3,111.737556561086,5.029411764705882,11.291402714932126,5.391402714932126
dish_1558030724,61.0,18.3,0.061,4.636,0.366,1,30.0,0.1,7.6,0.6
dish_1558030832,72.0,89.352,0.144,21.168,1.152,1,124.10000000000001,0.2,29.4,1.6
dish_1558030910,15.0,81.15,6.3,0.21,5.55,1,541.0,42.0,1.4000000000000001,37.0
dish_1558030971,49.0,17.64,0.049,4.41,0.245,1,36.0,0.1,9.0,0.5
dish_1558031019,197.0,206.442,6.554,30.424,7.313,4,104.79289340101523,3.326903553299493,15.443654822335025,3.7121827411167514
dish_1558031133,110.0,136.51,0.22,32.34,1.76,1,124.1,0.2,29.400000000000006,1.6
dish_1558031237,93.0,31.62,0.186,7.44,0.744,1,34.0,0.2,8.0,0.8
dish_1558031302,74.0,56.98,0.074,12.58,1.48,1,76.99999999999999,0.1,17.0,2.0
dish_1558031351,41.0,12.3,0.041,3.116,0.246,1,30.000000000000004,0.1,7.6,0.6
dish_1558031394,318.0,237.41,0.521,55.476000000000006,4.23,4,74.6572327044025,0.16383647798742138,17.445283018867926,1.330188679245283
dish_1558031526,62.0,76.942,0.124,18.228,0.992,1,124.1,0.2,29.400000000000006,1.6
dish_1558031566,26.0,140.66,10.92,0.364,9.62,1,541.0,42.0,1.4000000000000001,37.0
dish_1558031628,92.0,31.28,0.184,7.36,0.736,1,34.0,0.2,8.0,0.8
dish_1558031675,180.0,248.882,11.228,25.952,11.348,3,138.26777777777778,6.237777777777778,14.41777777777778,6.304444444444444
dish_1558032156,26.0,140.66,10.92,0.364,9.62,1,541.0,42.0,1.4000000000000001,37.0
dish_1558109511,37.0,213.897,18.315,8.399,8.288,1,578.1,49.50000000000001,22.7,22.400000000000002
dish_1558109714,37.0,213.897,18.315,8.399,8.288,1,578.1,49.50000000000001,22.7,22.400000000000002
dish_1558109864,37.0,213.897,18.315,8.399,8.288,1,578.1,49.50000000000001,22.7,22.400000000000002
dish_1558109907,63.0,43.47,0.126,11.34,0.441,1,69.0,0.2,18.0,0.7000000000000001
dish_1558109945,143.0,74.36,0.286,0.429,20.02,1,52.0,0.2,0.3,13.999999999999998
dish_1558109986,75.0,258.45,20.475,3.15,14.475,1,344.59999999999997,27.3,4.199999999999999,19.3
dish_1558110245,51.0,29.07,0.153,7.14,0.357,1,56.99999999999999,0.3,13.999999999999998,0.7
dish_1558110297,51.0,29.07,0.153,7.14,0.357,1,56.99999999999999,0.3,13.999999999999998,0.7
dish_1558110335,7.0,37.87,2.94,0.098,2.59,1,540.9999999999999,42.0,1.4000000000000001,37.0
dish_1558110385,34.0,52.87,3.57,0.408,4.25,1,155.5,10.5,1.2,12.5
dish_1558110436,69.0,85.629,0.138,20.286,1.104,1,124.10000000000001,0.2,29.400000000000006,1.6
dish_1558110478,161.0,205.439,6.801,27.932000000000002,8.301,4,127.60186335403728,4.2242236024844715,17.349068322981367,5.155900621118013
dish_1558113154,54.0,37.26,0.108,9.72,0.378,1,69.0,0.2,18.000000000000004,0.7000000000000001
dish_1558113204,31.0,179.211,15.345,7.037,6.944,1,578.1,49.5,22.7,22.400000000000002
dish_1558113255,90.0,30.6,0.18,7.2,0.72,1,34.0,0.2,8.0,0.8
dish_1558113304,175.0,247.07100000000003,15.633000000000001,23.957,8.042,3,141.18342857142858,8.933142857142858,13.689714285714286,4.595428571428571
dish_1558113430,28.0,7.84,0.112,1.484,0.616,1,27.999999999999996,0.4,5.3,2.1999999999999997
dish_1558113477,50.0,289.05,24.75,11.35,11.2,1,578.1,49.5,22.7,22.4
dish_1558113941,78.0,296.89,24.862,12.834,11.815999999999999,2,380.6282051282051,31.874358974358973,16.45384615384615,15.148717948717946
dish_1558114086,143.0,74.36,0.286,0.429,20.02,1,52.0,0.2,0.3,13.999999999999998
dish_1558114145,83.0,57.27,0.166,14.94,0.581,1,69.0,0.2,18.0,0.7
dish_1558114209,90.0,30.6,0.18,7.2,0.72,1,34.0,0.2,8.0,0.8
dish_1558114284,316.0,162.23000000000002,0.632,22.569,21.320999999999998,3,51.33860759493671,0.2,7.142088607594936,6.747151898734177
dish_1558114441,75.0,258.45,20.475,3.15,14.475,1,344.59999999999997,27.3,4.199999999999999,19.3
dish_1558114484,28.0,151.48,11.76,0.392,10.36,1,540.9999999999999,42.0,1.4000000000000001,37.0
dish_1558114523,18.0,104.058,8.91,4.086,4.032,1,578.1,49.5,22.7,22.400000000000002
dish_1558114569,39.0,26.91,0.078,7.02,0.273,1,69.0,0.2,18.0,0.7000000000000001
dish_1558114609,160.0,540.898,41.223,14.648,29.14,4,338.06125000000003,25.764375,9.155,18.212500000000002
dish_1558114875,143.0,74.36,0.286,0.429,20.02,1,52.0,0.2,0.3,13.999999999999998
dish_1558114937,49.0,13.72,0.196,2.597,1.078,1,28.000000000000004,0.4,5.3,2.2
dish_1558115011,20.0,115.62,9.9,4.54,4.48,1,578.1,49.5,22.7,22.400000000000002
dish_1558115047,212.0,203.7,10.382,7.566,25.578,3,96.08490566037734,4.8971698113207545,3.568867924528302,12.065094339622641
dish_1558115169,28.0,151.48,11.76,0.392,10.36,1,540.9999999999999,42.0,1.4000000000000001,37.0
dish_1558115241,111.0,85.47,0.111,18.87,2.22,1,77.0,0.1,17.0,2.0
dish_1558115282,144.0,74.88,0.288,0.432,20.16,1,52.0,0.2,0.3,14.000000000000002
dish_1558115320,30.0,173.43,14.85,6.81,6.72,1,578.1,49.5,22.7,22.400000000000002
dish_1558115364,313.0,485.26,27.009,26.504,39.459999999999994,4,155.03514376996804,8.629073482428115,8.467731629392972,12.607028753993607
dish_1558115448,94.0,64.86,0.188,16.92,0.658,1,69.0,0.2,18.000000000000004,0.7000000000000001
dish_1558115512,126.0,434.196,34.398,5.292,24.318,1,344.6,27.3,4.199999999999999,19.3
dish_1558115601,111.0,85.47,0.111,18.87,2.22,1,77.0,0.1,17.0,2.0
dish_1558115641,331.0,584.5260000000001,34.697,41.082,27.196,3,176.59395770392752,10.482477341389728,12.411480362537764,8.21631419939577
dish_1558115764,28.0,151.48,11.76,0.392,10.36,1,540.9999999999999,42.0,1.4000000000000001,37.0
dish_1558115825,62.0,42.78,0.124,11.16,0.434,1,69.0,0.2,18.0,0.7000000000000001
dish_1558115867,23.0,132.963,11.385,5.221,5.152,1,578.1,49.5,22.7,22.400000000000002
dish_1558115915,59.0,203.314,16.107,2.478,11.387,1,344.59999999999997,27.299999999999997,4.2,19.3
dish_1558115960,51.0,39.27,0.051,8.67,1.02,1,77.0,0.1,17.0,2.0
dish_1558116001,223.0,569.807,39.427,27.921,28.353,5,255.5188340807175,17.680269058295963,12.520627802690582,12.714349775784752
dish_1558116090,91.0,30.94,0.182,7.28,0.728,1,34.0,0.2,8.0,0.8
dish_1558116146,111.0,76.59,0.222,19.98,0.777,1,69.0,0.2,18.0,0.7000000000000001
dish_1558116201,91.0,313.586,24.843,3.822,17.563,1,344.6,27.3,4.2,19.299999999999997
dish_1558116260,75.0,433.575,37.125,17.025,16.8,1,578.1,49.5,22.7,22.400000000000002
dish_1558116298,368.0,854.691,62.372,48.107,35.868,4,232.2529891304348,16.94891304347826,13.072554347826088,9.746739130434783
dish_1558116399,25.0,7.0,0.1,1.325,0.55,1,28.000000000000004,0.4,5.3,2.2
dish_1558116436,17.0,91.97,7.14,0.238,6.29,1,541.0,42.0,1.4,37.0
dish_1558116486,57.0,39.33,0.114,10.26,0.399,1,69.0,0.2,18.0,0.7000000000000001
dish_1558116547,144.0,74.88,0.288,0.432,20.16,1,52.0,0.2,0.3,14.000000000000002
dish_1558122583,61.0,46.97,0.061,10.37,1.22,1,77.0,0.1,17.0,2.0
dish_1558122740,304.0,260.15,7.702999999999999,22.625,28.619,5,85.57565789473684,2.5338815789473683,7.442434210526317,9.414144736842104
dish_1558372433,143.0,74.36,0.286,0.429,20.02,1,52.0,0.2,0.3,13.999999999999998
dish_1558372525,42.0,242.802,20.79,9.534,9.408,1,578.1,49.5,22.7,22.4
dish_1558372650,83.0,57.27,0.166,14.94,0.581,1,69.0,0.2,18.0,0.7
dish_1558372695,43.0,148.178,11.739,1.806,8.299,1,344.59999999999997,27.3,4.2,19.299999999999997
dish_1558372771,311.0,522.61,32.981,26.709,38.308,4,168.04180064308682,10.604823151125402,8.588102893890676,12.317684887459807
dish_1558372948,119.0,687.939,58.905,27.013,26.656,1,578.1,49.5,22.7,22.4
dish_1558373008,73.0,251.558,19.929,3.066,14.089,1,344.59999999999997,27.299999999999997,4.199999999999999,19.3
dish_1558373074,142.0,73.84,0.284,0.426,19.88,1,52.0,0.19999999999999996,0.3,13.999999999999998
dish_1558373159,334.0,1013.337,79.118,30.505000000000003,60.625,3,303.39431137724546,23.688023952095808,9.133233532934131,18.15119760479042
dish_1558373284,113.0,389.398,30.849,4.746,21.809,1,344.6,27.3,4.2,19.3
dish_1558373352,100.0,69.0,0.2,18.0,0.7,1,69.0,0.2,18.0,0.7
dish_1558373405,40.0,13.6,0.08,3.2,0.32,1,34.0,0.2,8.0,0.8
dish_1558373449,72.0,416.232,35.64,16.344,16.128,1,578.1,49.5,22.7,22.400000000000002
dish_1558373492,325.0,888.23,66.769,42.29,38.957,4,273.3015384615385,20.544307692307694,13.012307692307692,11.986769230769232
dish_1558373639,20.0,5.6,0.08,1.06,0.44,1,27.999999999999996,0.4,5.300000000000001,2.1999999999999997
dish_1558373687,89.0,306.694,24.297,3.738,17.177,1,344.6,27.3,4.2,19.3
dish_1558375506,142.0,73.84,0.284,0.426,19.88,1,52.0,0.19999999999999996,0.3,13.999999999999998
dish_1558375583,251.0,386.134,24.660999999999998,5.224,37.497,3,153.83824701195218,9.825099601593624,2.0812749003984066,14.939043824701196
dish_1558375667,119.0,687.939,58.905,27.013,26.656,1,578.1,49.5,22.7,22.4
